,img_id,caption_list,pred_oscar,pred_sat,pred_nicplus,pred_niceq,bb_age
78,4266,"['People skiing and standing on a ski slope.', 'Multiple skiing down hill skiing in the snow.', 'A group of skiers skiing down a mountain on a sunny day.', 'A skiier is skiing down a bunny hill slope.', 'People skiing down a mountain made of artificial snow.']",a man riding skis down a snow covered slope.,a group of people riding skis down a snow covered slope,a man riding skis down a snow covered slope.,a person riding skis on a snowy surface.,old
79,4275,"['A young man doing a skateboard trick outside.', 'A young man jumping off his skateboard while skateboarding.', 'The young man is playing on his skate board.', 'A person on a skateboard does an air trick.', 'An adolescent boy in a red hat doing tricks on a skateboard.']",a man riding a skateboard down the side of a street.,a person jumping a skate board in the air,a man riding a skateboard down the side of a ramp.,a man riding a skateboard down a street.,young
80,4312,"['A man sits in a diner photographing his meal', 'Photographer taking a picture of a meal in a small restaurant.', 'A man taking a photo of food on a table.', 'A man takes a picture of his food in a restaurant.', 'A man taking a picture of his meal at a diner table.']",a person with a camera taking a picture of a pizza.,a man is taking a picture of a pizza,a man is eating a slice of pizza.,a man sitting at a table eating a slice of pizza.,old
81,4359,"['A woman holding three bags stands by the open doors of a subway car, through which other people can be seen.', 'Woman getting ready to enter an empty subway car.', 'A women who is holding a cell phone and some bags.', 'A woman standing on a platform with bags and the train doors opened.', 'Woman standing on platform with commuter train in background.']",a woman standing in front of a subway train.,a couple of people standing in a train station,a woman standing in front of a subway train.,a woman standing in front of a subway train.,old
82,4386,"['A man sitting on the floor holding a plate of food.', 'A man eating a meal up against a purple wall.', 'A man against a purple wall eating a sandwich and a plate of food.', 'A man in glasses eating a a sandwich on a paper plate with a fork. ', 'A man is leaning against the building eating a sandwich.']",a man sitting on the ground eating a sandwich.,a boy sitting on the ground eating a sandwich,a man sitting at a table with a plate of food.,a man sitting at a table with a plate of food.,old
83,4395,"['A man in a shirt and tie motioning with his hand.', 'A young man wearing a white shirt and tie.', 'Man in a dress shirt and tie looks in front of him. ', 'A man in a suit poses for the camera.', 'A man in a suit and tie holding up a hand.']",a man wearing a white shirt and black tie.,a man wearing a white shirt and black tie,a man in a suit and tie looking at the camera.,a man in a suit and tie looking at the camera.,old
84,4438,"['A man jumping up into the air on a sidewalk.', 'A man in a jacket and tie jumping for joy', 'an image of a man jumping up in air on sidewalk', 'Man in black blazer and fedora jumping on the sidewalk.', 'A man in a suit coat and tie jumping up in the air.']",a man jumping up into the air to catch a frisbee.,a man standing on a sidewalk with a frisbee,a man riding a skateboard down a street.,a man riding a skateboard down a street.,old
85,4498,"['A young boy riding a skateboard on a street in front of a house.', 'A young boy riding a twisty skateboard down the street', 'Small child in grey shirt riding on top of a small skateboard.', 'A young boy is riding on a two wheeled skateboard.', 'A young boy skateboarding on a suburban street']",a young boy riding a skateboard down a street.,a young boy riding a skateboard down a street,a man riding a skateboard down a street.,a man riding a skateboard down a street.,young
86,4509,"['a woman with blonde hair posing with rope on a bed', 'Woman in suggestive wear on her knees in a bed.', 'A woman on a bed wearing a rope covering', 'A woman in an odd outfit on a bed', 'a nude woman tied up with rope that barely covers up the private parts ']",a woman in a bikini on top of a bed.,a woman sitting on a bed in a white dress,a woman sitting on a bed with a book.,a woman is sitting on a bed with a laptop.,old
87,4554,"['Several people snowboarding and one skiing in the snow.', 'some snowboarders and skiers in the snow on a hill', 'Six people standing on snowboards atop a snowy incline.', 'people are learning to ski and to snowboard', 'A group of snowboarders in the snowy conditions']",a group of people riding snowboards down a snow covered slope.,a man riding a snowboard down a snow covered slope,a man riding a snowboard down a snow covered slope.,a man riding a snowboard down a snow covered slope.,old
88,4592,"['a woman with a hat swinging a tennis racquet', 'A tennis player leaps in the air as fans observe. ', 'A tennis player jumping and swinging a racket.', 'The woman is playing tennis on the court. ', 'Fans watch as a female tennis player hits a ball during a game']",a woman jumping up in the air to hit a tennis ball.,a woman playing tennis on a tennis court,a female tennis player in action on the court.,a female tennis player in action on the court.,old
89,4688,"['this is a man playing in a field', 'A man flying a purple dragon kite in a park-like area.', 'The man is flying his kite in the field.', 'A man flies his kite in a grassy park. ', 'There is a man outside flying a kite.']",a man is flying a kite in a park.,a man is flying a kite in the park,a man is flying a kite in a field.,a man flying a kite in a park.,old
90,4700,"['A group of boys playing soccer on a field.', 'a group of little kids playing soccer on a field ', 'kids playing football in the field with a red ball', 'Children on beright sunny day playing soccer who appear to be about 5 years old. ', 'Many young children play soccer on a field. ']",a group of young children kicking around a soccer ball.,a group of kids playing soccer on a field,a group of young children playing a game of soccer.,a group of young men playing a game of soccer.,young
91,4731,"['A man holding a baby up in a kitchen.', 'a man is holding up a baby while he is in the kitchen', 'A person holding a baby while standing in a kitchen.', 'A broad panorama of several people getting together.\n', 'There is a man holding up a baby in the kitchen.']",a man holding a baby in a kitchen.,a little girl is standing in a kitchen,a woman standing in a kitchen next to a counter.,a woman standing in front of a kitchen counter.,young
92,4736,"['A baseball player holding a bat next to home base.', 'The championship series of a minor league baseball league', 'Baseball game with batter starting to swing at a pitch.', 'A baseball pitcher pitches a ball to the baseball batter.', 'A baseball game in progress with the pitcher up to plate.']",a group of people on a field playing baseball.,a group of people on a field playing baseball,a baseball player swinging a bat at a ball.,a baseball player swinging a bat at a ball.,old
